Num	Station	Date	Time	Lon	Lat	Bottle	Depth	MLD	Label	Chla	sample	C2	C3	Chlphyllide_a	Peridinin	19_But	Fucoxanthin	Neox	Pras	19_Hex	Diadino_diatox	Diatox	Violaxanthin	Alloxanthin	Zeaxanthin	Lutein	Chl_b	Div_a	Chl_a	alpha-beta-Carotene
93	Stn17	06/03/2022	18:52	-102.99882	-31.42734	17	5	22	upper	0.04	2_12_20632_SO289	0.968977348	0.375388224	0	0.397669306	2.084243824	0.883106968	0	0	5.940318148	4.559867993	0.533491679	0.298160541	0	6.971317499	0	0.898943595	4.000428712	15.37164748	1.457972269
94	Stn18	07/03/2022	13:18	-106.0001	-31.43058	2	225	30	lower	0.11	2_13_20659_SO289	4.774087535	5.601328568	0	0.971150304	9.664085651	0.957174004	0.183540951	0	16.54970293	1.526464157	0	0.172347134	0	8.848210672	0	17.96237753	17.26553188	30.61014306	4.634199105
95	Stn18	07/03/2022	13:18	-106.0001	-31.43058	4	150	30	lower	0.37	2_14_20661_SO289	18.14264321	21.74034085	0	2.817173081	28.23795919	3.954040233	0.822535372	0	44.16866733	2.351627067	0	0.384334108	0	24.76225864	0	70.34027454	68.32075452	72.84888566	14.17462167
96	Stn18	07/03/2022	13:18	-106.0001	-31.43058	6	110	30	lower	0.20	2_15_20663_SO289	8.643055829	6.759669373	0	2.436247746	12.30412783	2.324565439	0.276444395	0	25.97863987	2.049823296	0	0.351588153	0	24.26458296	0	13.8057943	32.11786982	45.29383905	5.256528207
97	Stn18	07/03/2022	13:18	-106.0001	-31.43058	8	60	30	lower	0.06	2_16_20665_SO289	2.247527688	1.040361649	0	1.310215712	3.989838178	1.199316238	0	0	10.63867629	2.220787282	0	0.303330955	0	10.60550736	0	2.317460094	6.338987784	25.83886653	1.681071381
98	Stn18	07/03/2022	13:18	-106.0001	-31.43058	10	30	30	upper	0.05	2_17_20667_SO289	1.184151401	0.664973425	0	0.807896589	2.339457354	0.774855146	0	0	7.003599946	1.693939082	0	0.205093089	0	6.492931573	0	1.030898618	4.697020776	17.37632336	1.442316191
99	Stn18	07/03/2022	13:18	-106.0001	-31.43058	12	5	30	upper	0.04	2_18_20669_SO289	1.053658749	0.249365034	0	0.816268575	1.888580118	0.518469252	0	0	6.722401454	1.91200539	0	0.286096242	0	6.693545026	0	0.701011061	4.348724744	16.76974247	1.387519918
100	Stn19	08/03/2022	03:26	-107.99994	-31.42986	2	225	28	lower	0.07	2_19_20695_SO289	3.222057915	8.030626645	0	0	7.823712532	0.501376859	0	0	20.62708106	0.718746552	0	0	0	0.916263368	0	13.09653605	6.075277931	27.82874775	2.315142543
101	Stn19	08/03/2022	03:26	-107.99994	-31.42986	5	150	28	lower	0.41	2_20_20698_SO289	16.4365212	16.47954302	0	2.067880389	25.95521595	3.481150695	0.79534412	0	40.05028108	2.030633461	0	0.358482038	0	23.7341147	0	73.07834127	67.12162104	68.42528355	14.5816797
102	Stn19	08/03/2022	03:26	-107.99994	-31.42986	8	100	28	lower	0.14	2_21_20701_SO289	5.390457081	3.912081561	0	1.774860901	8.18384718	1.914348009	0.283242208	0	18.66454992	2.25218883	0	0.315395254	0	16.91711524	0	7.99152609	20.126535	37.77815385	3.369970802
103	Stn19	08/03/2022	03:26	-107.99994	-31.42986	11	60	28	lower	0.05	2_22_20704_SO289	2.087882423	1.018910893	0	1.155333983	3.967152531	0.979963862	0.210732203	0	10.12314572	2.576671497	0	0.294713598	0	9.787621747	0	1.822628757	5.513028622	23.22760977	1.628232118
104	Stn19	08/03/2022	03:26	-107.99994	-31.42986	14	30	28	lower	0.04	2_23_20707_SO289	0.837096477	0.359300157	0	0.343251401	2.186329236	0.638116003	0.154083761	0	6.277170508	2.657410558	0.199367133	0.243009458	0	7.420768794	0	1.072134563	3.572522158	16.3554921	1.313153547
105	Stn19	08/03/2022	03:26	-107.99994	-31.42986	17	5	28	upper	0.04	2_24_20710_SO289	0.628863522	0.235958312	0	0.682316809	1.256217706	0.583990092	0	0	5.328125597	2.864826445	0.164293285	0.287819713	0	6.436991283	0	0.973168296	3.08988337	14.66890133	1.009817035
106	Stn20	08/03/2022	22:23	-110.00026	-31.43022	2	225	22	lower	0.12	2_25_20737_SO289	5.382127762	11.51369309	0	0	13.74183071	0.760611486	0.403336904	0	22.68334504	1.31363144	0	0	0	2.418935292	0	26.37451026	13.59847222	35.98800048	4.712479495
107	Stn20	08/03/2022	22:23	-110.00026	-31.43022	5	150	22	lower	0.40	2_26_20740_SO289	21.87417775	23.94976868	0	2.758569183	32.08034066	4.361408931	0.913172878	0	50.59815369	2.519101992	0	0.522211815	0	31.17224427	0	89.86137078	87.1585942	85.74242828	17.46239806
108	Stn20	08/03/2022	22:23	-110.00026	-31.43022	8	100	22	lower	0.11	2_27_20743_SO289	4.154941551	2.78591689	0	1.356261632	8.050569003	2.729085406	0.224327829	0	15.75004471	2.576671497	0	0.31022484	0	23.36568037	0	5.236964982	17.62377922	36.3356749	3.283862372
109	Stn20	08/03/2022	22:23	-110.00026	-31.43022	11	60	22	lower	0.05	2_28_20746_SO289	1.50899481	0.734688381	0	1.222309866	3.343297237	0.874560772	0	0	8.673215994	3.125046184	0.201213125	0.203369618	0	10.83312647	0	1.525729955	5.483174677	21.82211746	1.802405986
110	Stn20	08/03/2022	22:23	-110.00026	-31.43022	14	30	22	lower	0.03	2_29_20749_SO289	0.68578053	0.351256124	0	0.619526918	1.948129942	0.655208396	0	0	5.667907108	2.959682266	0.27136082	0.15511242	0	6.155360858	0	1.171100831	1.920603834	13.67765938	1.189861932
111	Stn20	08/03/2022	22:23	-110.00026	-31.43022	17	5	22	upper	0.03	2_30_20752_SO289	0.624698863	0.244002345	0	0.657200852	1.729780589	0.603931217	0	0	5.087935218	3.364151357	0.361814426	0.112025637	0	5.190873102	0	1.377280554	2.21914329	12.30915371	1.240744186
112	Stn21	09/03/2022	14:43	-111.9995	-32.50038	2	225	20	lower	0.09	2_31_20779_SO289	3.595489013	7.507764476	0	0	10.39286206	0.427309823	0	0	20.44254455	0.830396501	0	0	0	1.344495932	0	19.85923099	10.12546322	30.18849537	3.598940943
113	Stn21	09/03/2022	14:43	-111.9995	-32.50038	5	150	20	lower	0.46	2_32_20782_SO289	20.40960597	23.29015794	0	3.168796467	30.32787442	4.409837378	1.300648219	0	47.75101896	2.564459784	0	0.63251398	0	32.00941964	0	88.98716875	83.67563388	88.52382359	16.57587264
114	Stn21	09/03/2022	14:43	-111.9995	-32.50038	8	100	20	lower	0.18	2_33_20785_SO289	7.743489466	5.526250923	0	2.231134104	11.04507442	2.290380653	0.539293164	0	25.12625694	2.454554364	0	0.358482038	0	29.17575462	0	11.4883342	30.99834686	48.85935112	5.417003008
115	Stn21	09/03/2022	14:43	-111.9995	-32.50038	11	60	20	lower	0.07	2_34_20788_SO289	2.197551779	0.976009382	0	1.0883581	4.018195237	0.979963862	0	0	10.43363572	2.354651227	0.086761623	0.33607691	0	13.28292537	0	1.682426545	7.836660722	24.30761965	1.755437752
116	Stn21	09/03/2022	14:43	-111.9995	-32.50038	14	30	20	lower	0.05	2_35_20791_SO289	1.206362916	0.410245702	0	0.795338611	2.410350001	0.623872342	0	0	7.193994759	2.176993819	0.123681462	0.205093089	0	15.51860799	0	1.072134563	7.876465983	17.45769396	1.996149952
117	Stn21	09/03/2022	14:43	-111.9995	-32.50038	17	5	20	upper	0.04	2_36_20794_SO289	0.583052272	0.128704534	0	0.632084896	1.863058765	0.333301662	0	0	4.853603141	2.253933361	0	0.179241019	0	9.017960517	0	0.775235761	4.592531966	13.35957428	1.332723645
118	Stn23	10/03/2022	14:11	-114.00026	-31.42984	2	225	31	lower	0.19	2_37_20821_SO289	7.637984769	12.62913239	0	0	17.69480471	0.737821628	0.335358774	0	21.32128984	1.601478967	0	0.130983822	0	5.235239539	0	39.78443948	24.515065	36.70554129	7.051106155
119	Stn23	10/03/2022	14:11	-114.00026	-31.42984	5	150	31	lower	0.31	2_38_20824_SO289	10.53658749	8.741182926	0	2.030206455	16.07561665	2.273288261	0.462251283	0	29.40867564	2.107392802	0	0.127536879	0	25.994874	0	29.49194768	57.40416175	53.09802003	8.397528868
120	Stn23	10/03/2022	14:11	-114.00026	-31.42984	8	90	31	lower	0.09	2_39_20827_SO289	3.441396627	2.426616732	0	1.670211083	5.909611061	2.016902366	0.201668452	0	13.77579697	1.910260859	0	0.377440223	0	16.14552503	0	3.587527192	10.89171449	32.82934145	2.806351992
121	Stn23	10/03/2022	14:11	-114.00026	-31.42984	11	50	31	lower	0.05	2_40_20830_SO289	0.87041375	0.292266546	0	1.230681851	1.854551648	0.743519093	0	0	5.626898995	1.550887583	0	0.294713598	0	6.217088074	0	1.072134563	2.353486045	15.34205817	1.301411488
122	Stn23	10/03/2022	14:11	-114.00026	-31.42984	14	25	31	upper	0.04	2_41_20833_SO289	1.46179534	0.742732414	0	1.117660048	3.266733178	1.082518219	0	0	8.491608634	1.976553017	0	0.311948312	0	10.40682289	0	1.459752444	5.000535889	22.92431932	1.686942411
123	Stn23	10/03/2022	14:11	-114.00026	-31.42984	17	5	31	upper	0.03	2_42_20836_SO289	0.580275833	0.182331423	0	0.481389159	1.023689824	0.743519093	0	0	4.677854084	1.570077419	0	0.205093089	0	4.97675682	0	0.742247005	1.995238698	13.1524491	1.05091424
124	Stn24	11/03/2022	07:16	-116.00024	-31.43018	2	225	24	lower	0.19	2_43_20859_SO289	7.95311064	12.51383457	0	0	20.06545483	1.749121544	0.412400655	0	23.76127259	1.346777519	0	0.093067452	0	6.103278519	0	44.43585405	30.23209559	45.95959856	8.722392487
125	Stn24	11/03/2022	07:16	-116.00024	-31.43018	5	190	24	lower	0.36	2_44_20862_SO289	15.98673802	17.85775408	0	1.0883581	29.26164901	2.911404264	0.419198468	0	35.31091483	1.847457763	0	0.289543184	0	17.83144963	0	81.38326054	70.5299465	66.06553593	16.54847451
126	Stn24	11/03/2022	07:16	-116.00024	-31.43018	8	110	24	lower	0.13	2_45_20865_SO289	4.710229429	3.676123249	0	1.779046893	8.390853709	2.353052761	0.314965335	0	18.02306586	2.603087821	0.258438876	0.458443375	0	21.2997476	0	5.665818807	18.41490878	40.42639725	3.665479275
127	Stn24	11/03/2022	07:16	-116.00024	-31.43018	11	50	24	lower	0.04	2_46_20868_SO289	1.314644052	0.630115947	0	0.883244458	2.66556353	0.740670361	0	0	7.024104003	2.517481645	0.129219438	0.14132465	0	7.642600978	0	1.270067098	3.31876362	19.09990077	1.477542367
128	Stn24	11/03/2022	07:16	-116.00024	-31.43018	14	25	24	lower	0.03	2_47_20871_SO289	0.696886288	0.281541168	0	0.807896589	1.304424706	0.791947539	0	0	4.546042291	2.071042362	0.036919839	0.199922675	0	5.20051798	0	0.511325715	1.771334106	12.54586821	0.947192722
129	Stn24	11/03/2022	07:16	-116.00024	-31.43018	17	5	24	upper	0.03	2_48_20874_SO289	0.465053598	0.142111256	0	0.686502801	1.321438942	0.723577968	0	0	4.206260779	2.339415354	0	0.160282834	0	4.535021428	0	0.445348203	1.482745965	11.05900529	0.816073069
130	Stn25	12/03/2022	06:57	-118.9999	-31.43	2	225	18	lower	0.06	2_49_20901_SO289	2.614017688	5.853374947	0	0	7.602527474	0.390276305	0.1744772	0	17.13260397	0.828651971	0	0	0	0.561331874	0	8.280177704	3.079932055	25.52817876	1.317067567
131	Stn25_1	12/03/2022	06:57	-118.9999	-31.43	4	190	18	lower	0.22	2_50_20903_SO289_1	9.432952836	15.97545027	0	0.707432765	21.21958713	1.732029151	0.3489544	0	25.83218232	1.545653992	0	0.148218535	0	7.353254651	0	53.97785166	32.57065466	46.83988059	7.761500697
132	Stn25_2	12/03/2022	06:57	-118.9999	-31.43	4	190	18	lower	0.22	2_50_20903_SO289_2	9.158085336	15.55984188	0	0.665572838	19.81307701	1.279080738	0.410134717	0	24.66930939	1.556121175	0	0.134430764	0	6.928880038	0	45.88735931	28.18710031	40.24146405	7.984599809
133	Stn25_3	12/03/2022	06:57	-118.9999	-31.43	4	190	18	lower	0.22	2_50_20903_SO289_3	9.258037154	15.56788591	0	0.611154933	20.17888307	1.75766774	0.464517221	0	24.95343703	1.479361834	0	0.174070605	0	7.12563554	0	45.05439322	26.2167399	37.62280996	6.833878072
134	Stn25	12/03/2022	06:57	-118.9999	-31.43	6	100	18	lower	0.24	2_51_20905_SO289	9.952147002	8.443553691	0	3.08089062	14.48478565	2.236254743	0.83386506	0.301892606	31.70513	3.904297088	0.921149993	0.267138057	0	33.98854852	0	23.5044885	47.30357682	56.59695616	8.988545814
135	Stn25	12/03/2022	06:57	-118.9999	-31.43	8	50	18	lower	0.06	2_52_20907_SO289	1.942119355	1.13152736	0	1.100916078	3.743131766	0.985661326	0	0	10.07335015	2.7772925	0	0.203369618	0	12.31072172	0	2.218493827	8.379007401	22.24376515	2.078344362
136	Stn25	12/03/2022	06:57	-118.9999	-31.43	10	25	18	lower	0.05	2_53_20909_SO289	1.532594545	0.820491403	0	0.82464056	3.201511942	0.860317111	0	0	8.348080237	2.866263554	0	0.248179872	0	15.59190906	0	2.251482583	8.787011324	19.6103164	2.137054655
137	Stn25	12/03/2022	06:57	-118.9999	-31.43	12	5	18	upper	0.04	2_54_20911_SO289	0.584440492	0.211826212	0	0.611154933	1.752466236	0.586838824	0	0	5.240251068	2.747635482	0	0.280925828	0	10.75018053	0	1.319550232	5.527955595	14.16588303	1.563650796
138	Stn26	13/03/2022	02:21	-121.99994	-31.42984	2	225	25	lower	0.12	2_55_20937_SO289	4.867098255	10.28295599	0	0.464645189	13.04991848	0.606779949	0	0	21.43552673	1.733931562	0.537183663	0	0	2.239540569	0	24.11478048	12.46402229	33.25098914	4.505036461
139	Stn26	13/03/2022	02:21	-121.99994	-31.42984	5	150	25	lower	0.45	2_56_20940_SO289	22.2795379	24.57184059	0	2.712523263	34.38293384	3.840090946	0.804407871	0	51.79617643	4.572571941	1.875527842	0.418803535	0	31.98241398	0	96.94570608	92.5920123	91.75645591	21.19245866
140	Stn26	13/03/2022	02:21	-121.99994	-31.42984	8	100	25	lower	0.13	2_57_20943_SO289	5.570925641	4.440306419	0	2.059508404	8.427717886	2.159338974	0.360284089	0	20.5890021	2.72421306	0.367352402	0.275755414	0	21.04898078	0	7.298762219	20.63902773	40.80366098	3.718318538
141	Stn26	13/03/2022	02:21	-121.99994	-31.42984	11	50	25	lower	0.06	2_58_20946_SO289	1.714451325	1.085944505	0	1.079986114	3.127783589	1.09676188	0.104233133	0	8.954414486	2.716233934	0	0.239562516	0	8.747903946	0	1.426763688	4.716923406	21.20074191	1.485370406
142	Stn26	13/03/2022	02:21	-121.99994	-31.42984	14	25	25	upper	0.04	2_59_20949_SO289	0.962036249	0.501411413	0	1.000452253	2.084243824	0.99135879	0.158615636	0	6.517360887	2.611562106	0	0.248179872	0	10.50905859	0	1.344291798	4.637312884	17.87194433	1.641931186
143	Stn26	13/03/2022	02:21	-121.99994	-31.42984	17	5	25	upper	0.03	2_60_20952_SO289	0.605263788	0.278859823	0	0.594410962	1.565309648	0.900199361	0	0	5.272471729	2.911621346	0	0.279202356	0	7.721688974	0	1.09687613	3.368520196	15.36425015	1.254443254
144	Stn27	13/03/2022	21:18	-125.0001	-31.42962	2	225	14	lower	0.15	2_61_20979_SO289	7.08408511	13.03669674	0	0.703246772	17.51615524	0.848922183	0.335358774	0.438687693	22.99676419	1.855439926	0.526107711	0.055151083	0	4.218669444	0	40.47720336	22.76363353	42.17216665	8.240968087
145	Stn27	13/03/2022	21:18	-125.0001	-31.42962	5	150	14	lower	0.40	2_62_20982_SO289	12.64806965	14.00734344	0	1.49439939	19.34518554	2.407178672	0.670717548	0	29.24757234	2.136171537	0.745780756	0.291266656	0	15.78094866	0	51.97378475	46.27859135	48.72619922	8.724349497
146	Stn27	13/03/2022	21:18	-125.0001	-31.42962	8	100	14	lower	0.19	2_63_20985_SO289	8.901264692	7.210135241	0	2.716709256	11.98652877	2.720539209	0.403336904	0.148587767	29.92713536	3.256687088	0.723628852	0.324012611	0	25.37374388	0	9.236851622	32.12782113	54.73282951	5.430702076
147	Stn27	13/03/2022	21:18	-125.0001	-31.42962	11	50	14	lower	0.07	2_64_20988_SO289	1.785250529	0.801721992	0	0.812082582	3.382997119	1.108156809	0.09743532	0	8.696649201	2.199852916	0	0.196475732	0	8.416120158	0	1.525729955	5.005511547	19.41058854	1.401218986
148	Stn27	13/03/2022	21:18	-125.0001	-31.42962	14	25	14	lower	0.04	2_65_20991_SO289	0.695498068	0.211826212	0	0.682316809	1.831866001	0.971417665	0	0	5.527307862	3.281461805	0	0.191305318	0	8.641810293	0	1.09687613	4.378578689	16.38508141	1.473628347
149	Stn27	13/03/2022	21:18	-125.0001	-31.42962	17	5	14	upper	0.04	2_66_20994_SO289	0.939824734	0.42097108	0	0.627898904	2.189164942	1.082518219	0	0	6.58766051	3.757718622	0	0.196475732	0	9.025676419	0	0.791730139	4.697020776	19.19606603	1.641931186
150	Stn28	14/03/2022	17:32	-128.00018	-31.43	2	225	22	lower	0.12	2_67_21021_SO289	4.811569467	9.966557342	0	0.539993057	13.72198077	0.638116003	0.249253143	0.278307246	19.08048936	1.554709825	0.450422041	0.034469427	0	2.264617251	0	25.86318454	13.23027356	33.28797578	4.324991563
151	Stn28	14/03/2022	17:32	-128.00018	-31.43	5	150	22	lower	0.43	2_68_21024_SO289	18.54106226	19.60062797	0	2.097182338	27.85513889	3.760326446	0.76588693	0	41.36546986	3.211888121	1.305116323	0.191305318	0	25.14805375	0	95.19730202	88.16367704	73.3888906	19.8362509
152	Stn28	14/03/2022	17:32	-128.00018	-31.43	8	100	22	lower	0.24	2_69_21027_SO289	3.788451551	2.319362954	0	1.523701339	6.062739179	2.090969403	0.233391579	0	15.30481377	2.956821659	0.251054908	0.330906496	0	12.93763876	0	3.076201478	9.269650111	35.92142453	2.747641699
153	Stn28	14/03/2022	17:32	-128.00018	-31.43	11	50	22	lower	0.09	2_70_21030_SO289	11.78320878	10.10598725	0	3.449257977	15.99338118	2.934194121	0.611803169	0	36.52944163	3.783907839	1.111287166	0.279202356	0	29.79302678	0	15.05111983	48.29870834	68.0406225	7.244850121
154	Stn28	14/03/2022	17:32	-128.00018	-31.43	14	25	22	lower	0.07	2_71_21033_SO289	1.883814128	0.619390569	0	1.15114799	2.898091413	1.313265524	0.113296883	0	8.32464703	2.953490077	0	0.282649299	0	13.70344204	0	1.599954656	8.344177798	22.5470556	2.369938816
155	Stn28	14/03/2022	17:32	-128.00018	-31.43	17	5	22	upper	0.06	2_72_21036_SO289	1.159163446	0.418289735	0	0.883244458	2.396171472	1.028392308	0.095169382	0	7.109049381	3.175045446	0	0.261967643	0	11.26714596	0	1.311303043	6.74201605	18.98894085	1.880686377
156	Stn29	15/03/2022	16:56	-131.00066	-31.43022	2	225	31	lower	0.09	2_73_21063_SO289	4.156329771	8.317530502	0	0.276275518	11.26342377	0.507074324	0.190338764	0.226419455	16.79575161	1.127804132	0.300896691	0.058598025	0	1.788160299	0	19.38914122	9.349260633	27.14819358	3.389540899
157	Stn29	15/03/2022	16:56	-131.00066	-31.43022	5	150	31	lower	0.35	2_74_21066_SO289	15.77295219	17.73441223	0	1.582305237	25.90700895	3.039597211	0.557420665	0.238212135	34.47317765	2.892328587	0.982067728	0.274031942	0	18.01084435	0	77.3091492	66.8330329	63.81674824	15.45842007
158	Stn29	15/03/2022	16:56	-131.00066	-31.43022	8	100	31	lower	0.21	2_75_21069_SO289	9.32328348	7.821481777	0	3.068332642	12.81171918	2.731934138	0.453187533	0	29.61371621	3.318030354	0.760548692	0.318842197	0	21.00654332	0	11.61204204	35.42668212	56.87805462	5.009944978
159	Stn29	15/03/2022	16:56	-131.00066	-31.43022	11	50	31	lower	0.09	2_76_21072_SO289	4.050825074	2.579453366	0	1.699513032	5.722454473	1.951381527	0.151817823	0	15.66802849	2.853367369	0.273206812	0.280925828	0	14.13360357	0	3.298875579	11.00615461	35.79566996	2.673275328
160	Stn29	15/03/2022	16:56	-131.00066	-31.43022	17	5	31	upper	0.05	2_78_21078_SO289	0.903731022	0.402201668	0	0.54417905	2.084243824	0.888804433	0	0	5.506803806	2.13704982	0	0.213710446	0	5.605602837	0	1.17934802	3.323739278	16.3037108	1.093968454
161	Stn30	16/03/2022	12:22	-134	-31.42994	2	225	29	lower	0.09	2_79_21105_SO289	4.415926854	9.564355674	0	0.397669306	11.6632583	0.626721074	0.126892509	0.169814591	19.94751804	1.391614393	0.339662523	0	0	1.303987446	0	19.0262649	8.777060009	27.87313172	3.512832514
162	Stn30	16/03/2022	12:22	-134	-31.42994	5	150	29	lower	0.41	2_80_21108_SO289	19.92928196	24.10260531	0	1.967416565	30.29384595	3.600797445	0.820269434	0.375007222	46.72581612	4.416821107	1.834916018	0.313671783	0	27.67501167	0	85.60582128	80.50613999	78.56702017	15.72848742
163	Stn30_1	16/03/2022	12:22	-134	-31.42994	8	100	29	lower	0.17	2_81_21111_SO289_1	6.312234959	5.169632111	0	2.5199676	9.009037592	2.37869135	0.394273153	0	20.95221682	3.371417215	0.557489575	0.32228914	0	20.91588147	0	7.570919454	24.92804458	46.98042982	4.477638324
164	Stn30_2	16/03/2022	12:22	-134	-31.42994	8	100	29	lower	0.17	2_81_21111_SO289_2	6.663454542	5.335875467	0	2.833917051	9.309622415	2.375842618	0.410134717	0	21.83096211	3.944860431	0.548259615	0.380887165	0	21.56980417	0	8.115233925	26.10727543	49.17003889	4.818158022
165	Stn30_3	16/03/2022	12:22	-134	-31.42994	8	100	29	lower	0.17	2_81_21111_SO289_3	5.600078255	4.593143053	0	1.925556638	8.076090356	2.130851653	0.335358774	0	18.743637	2.836592926	0.348892482	0.31022484	0	18.17673625	0	6.614245536	21.71376977	40.8628396	4.011870002
166	Stn30	16/03/2022	12:22	-134	-31.42994	11	50	29	lower	0.07	3_1_21114_SO289	2.414114052	1.40234315	0	1.205565895	4.208187531	1.250593417	0.172211262	0	11.07219063	2.840095597	0	0.315395254	0	10.88327984	0	2.070044426	6.582795007	24.95858451	1.85328824
167	Stn30	16/03/2022	12:22	-134	-31.42994	14	25	29	upper	0.05	3_2_21117_SO289	1.271609242	0.587214436	0	0.862314494	2.781827472	1.065425826	0.138222197	0	6.687251643	2.344648945	0	0.268861528	0	8.821205015	0	1.352538987	5.76678716	19.66209769	1.765222801
168	Stn30	16/03/2022	12:22	-134	-31.42994	17	5	29	upper	0.05	3_3_21120_SO289	1.123069734	0.324442679	0	0.615340925	2.484078354	1.005602451	0	0	6.028192677	2.245210709	0	0.222327802	0	9.835846134	0	0.923685162	5.403564155	16.12617493	1.430574132
169	Stn31	17/03/2022	18:21	-137.99998	-31.43002	2	225	31	lower	0.09	3_4_21147_SO289	3.991131627	7.829525811	0	0.514877101	10.32196942	0.623872342	0.226593766	0	15.07926914	0.821673849	0	0	0	1.446731634	0	17.83042251	8.936281052	23.94515058	3.641995158
170	Stn31	17/03/2022	18:21	-137.99998	-31.43002	5	135	31	lower	0.42	3_5_21150_SO289	22.80150851	28.98533357	0	1.506957369	45.8845569	5.426834757	0.677515361	0.712277868	52.86824568	4.881550682	1.561709207	0.125813408	0	25.62065275	0	79.84928339	71.05239055	91.74905858	14.91437136
171	Stn31	17/03/2022	18:21	-137.99998	-31.43002	8	100	31	lower	0.23	3_6_21153_SO289	9.296907306	7.328114398	0	2.758569183	12.871269	2.278985725	0.539293164	0	26.94525968	3.260866694	0.76793266	0.29643707	0	28.9481355	0	13.69033365	43.46734481	49.51771331	6.04324613
172	Stn31	17/03/2022	18:21	-137.99998	-31.43002	11	50	31	lower	0.08	3_7_21156_SO289	2.114258597	0.74005107	0	1.511143361	3.967152531	1.236349756	0	0	10.21102025	3.26227197	0	0.277478885	0	17.80830192	0	1.80613438	11.33952367	26.82271115	2.73589964
173	Stn31	17/03/2022	18:21	-137.99998	-31.43002	14	25	31	upper	0.05	3_8_21159_SO289	1.317420492	0.407564357	0	0.766036662	2.552135295	0.717880503	0	0	6.092633998	3.687937403	0	0.298160541	0	13.0996727	0	1.063887374	7.86153901	19.29962862	2.027462108
174	Stn31	17/03/2022	18:21	-137.99998	-31.43002	17	5	31	upper	0.05	3_9_21162_SO289	1.293820757	0.51749948	0	0.648828867	2.82436306	0.854619647	0	0	6.285957961	3.680959281	0	0.274031942	0	13.81725159	0	1.02265143	8.115297548	19.50675381	2.033333138
175	Stn32	18/03/2022	19:08	-140.99984	-31.4299	2	225	30	lower	0.09	3_10_21189_SO289	3.70238193	7.156508352	0	0.318135444	10.70478971	0.680846985	0	0	16.4559701	1.105226697	0.302742683	0	0	1.221041499	0	16.53561384	8.150127151	24.08569981	3.270163304
176	Stn32	18/03/2022	19:08	-140.99984	-31.4299	5	150	30	lower	0.37	3_11_21192_SO289	17.65954276	19.70788175	0	1.942300608	28.77674331	3.486848159	0.734163803	0.228777991	40.96710533	3.603762374	1.515559407	0.386057579	0	20.85801221	0	80.12144063	69.96769719	70.57790598	13.79691879
177	Stn32	18/03/2022	19:08	-140.99984	-31.4299	8	100	30	lower	0.26	3_12_21195_SO289	9.832760108	8.266584957	0	2.239506089	13.94600153	2.791757513	0.595941606	0.134436551	28.13742413	3.545830892	0.620253302	0.329183025	0	30.42380177	0	14.4738166	46.68161962	54.5700883	6.972825764
178	Stn32	18/03/2022	19:08	-140.99984	-31.4299	11	50	30	lower	0.08	3_13_21198_SO289	2.458537082	0.949195937	0	1.393935566	3.85088859	1.851675901	0.090637507	0	9.707206283	4.185128586	0	0.318842197	0	15.75008505	0	2.424673551	9.403992867	26.61558597	2.371895826
179	Stn32	18/03/2022	19:08	-140.99984	-31.4299	14	25	30	upper	0.05	3_14_21201_SO289	1.046717651	0.324442679	0	0.93347637	2.719441942	1.301870595	0	0	5.776285694	4.179894994	0	0.299884012	0	12.77560481	0	1.303055854	7.418705484	19.29962862	1.712383537
180	Stn32	18/03/2022	19:08	-140.99984	-31.4299	17	5	30	upper	0.05	3_15_21204_SO289	0.998129962	0.217188901	0	0.422785262	2.291250354	0.982812594	0	0	4.882894651	3.625134306	0	0.194752261	0	11.13404665	0	0.973168296	5.916056888	13.79601663	1.356207762
181	Stn33	23/03/2022	19:52	-152.00008	-26.1698	2	225	24	lower	0.03	3_16_21231_SO289	0.669121894	1.303133405	0	0	2.234536236	0.133890411	0	0	7.428326836	0.333205319	0	0	0	0	0	2.74631392	1.288695319	8.321993945	0.459897293
182	Stn33	23/03/2022	19:52	-152.00008	-26.1698	6	160	24	lower	0.34	3_17_21235_SO289	13.45323708	15.62955683	0	0.975336297	26.51385001	2.398632475	0.346688463	0.226419455	29.47604611	2.49116532	0.856540274	0	0	12.64636345	0	75.73393611	60.05618725	55.3394104	15.78915472
183	Stn33	23/03/2022	19:52	-152.00008	-26.1698	8	150	24	lower	0.40	3_18_21237_SO289	14.64710602	16.43664151	0	0.962778319	26.3153506	2.410027404	0.337624712	0.240570671	29.69573244	2.769586038	1.161128949	0	0	14.5097538	0	74.46386901	60.66321748	50.88621898	13.66775614
184	Stn33	23/03/2022	19:52	-152.00008	-26.1698	11	135	24	lower	0.53	3_19_21240_SO289	20.99127003	18.92761051	0	1.661839098	32.2448116	3.469755766	0.645792234	0.337270646	39.90968184	4.133601439	1.982595376	0.311948312	0	30.86360819	0	122.388284	117.7290345	75.85959814	22.44885892
185	Stn33	23/03/2022	19:52	-152.00008	-26.1698	14	75	24	lower	0.18	3_20_21243_SO289	7.388105223	5.526250923	0	2.281366016	10.05541306	2.9854713	0.351220338	0	21.94812815	3.509739392	0.407964225	0.37399328	0	33.71656297	0	9.146132543	31.06303041	47.57961338	4.659640232
